"id","tipo","estado","so","ga_indice","p_indice","t_indice","pc_indice","pc_metodos","pc_respuesta","pc_activacion","pc_celeridad","pg_indice","pg_mec","pg_formato","pg_actores","pg_func","pg_seg","tc_indice","tcai_indice","tcai_completitud","tcai_claridad","tcai_celeridad","tctp_indice","tctp_google","tctp_buscador","tctp_confiabilidad","tctp_comprensibilidad","tctp_interaccion","tctp_fecha_act","tg_indice","tgda_indice","tgda_accesible","tgda_digital","tgda_leg_maq","tgda_gratuito","tgda_lic_abierta","tgda_formato_abierto","tgda_oportuno","tgda_url","tgda_no_disc","tgda_integral","tgda_interaccion","tgta_indice","tgai_indice","tgai_respuesta","tgai_plazo","tgai_prorroga"
81,"Descentralizado","Baja California","Instituto de la Infraestructura Física Educativa",0.485800439,0.29,0.681600877,0.58,1,1,0,0.333333333,0,0,0,0,0,0,0.500701754,0.834502924,1,0.833333333,0.670175439,0,0,0,0,0,0,0,0.8625,0,0,0,0,0,0,0,0,0,0,0,0,0.875,1,1,1,1
82,"Ejecutivo","Baja California","Coordinación de Gabinete",0.384842342,0.1,0.669684685,0.2,0.8,0,0,0,0,0,0,0,0,0,0.466396396,0.777327327,0.833333333,0.75,0.748648649,0,0,0,0,0,0,0,0.872972973,0,0,0,0,0,0,0,0,0,0,0,0,1,0.954954955,1,1,0.864864865
83,"Ejecutivo","Baja California","Secretaría de Economía e Innovación",0.446794376,0.125,0.768588751,0.25,1,0,0,0,0,0,0,0,0,0,0.596508772,0.714181287,0.666666667,0.916666667,0.559210526,0.42,1,0.5,0,1,0,0,0.940668731,0.82,1,1,1,1,1,1,1,1,1,0,0,0.941176471,0.960526316,1,1,0.881578947
84,"Ejecutivo","Baja California","Secretaría de Educación",0.41298807,0.1,0.72597614,0.2,0.8,0,0,0,0,0,0,0,0,0,0.606890365,0.704817276,0.833333333,0.75,0.531118494,0.46,1,0,0.25,1,0,0.5,0.845061915,0,0,0,0,0,0,0,0,0,0,0,0,0.96969697,0.92358804,1,1,0.77076412
85,"Ejecutivo","Baja California","Secretaría de Infraestructura, Desarrollo Urbano y Reordenación Territorial",0.592632791,0.39,0.795265583,0.78,0.6,1,1,0.5,0,0,0,0,0,0,0.698661247,0.857768744,0.833333333,0.916666667,0.823306233,0.46,0,0.5,0.25,1,0,1,0.891869919,0,0,0,0,0,0,0,0,0,0,0,0,1,0.986449864,0.991869919,0.991869919,0.975609756
86,"Ejecutivo","Baja California","Secretaría de Bienestar",0.419067904,0.05,0.788135807,0.1,0.4,0,0,0,0,0,0,0,0,0,0.657181208,0.76196868,0.666666667,0.833333333,0.78590604,0.5,1,1,0,1,0,0,0.919090407,0.82,1,1,1,1,1,1,1,1,0,1,0,0.852941176,0.968680089,1,1,0.906040268
87,"Ejecutivo","Baja California","Secretaría de Agricultura y Desarrollo Rural",0.351307765,0.1,0.60261553,0.2,0.8,0,0,0,0,0,0,0,0,0,0.532787879,0.747979798,0.833333333,0.916666667,0.493939394,0.21,1,0,0.25,0,0,0,0.672443182,0,0,0,0,0,0,0,0,0,0,0,0,0.96875,0.636363636,0.636363636,0.636363636,0.636363636
88,"Ejecutivo","Baja California","Secretaría General de Gobierno",0.444176114,0.1,0.788352228,0.2,0.8,0,0,0,0,0,0,0,0,0,0.712169697,0.853616162,1,0.916666667,0.644181818,0.5,1,1,0,1,0,0,0.864534759,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.97030303,0.998181818,0.927272727,0.985454545
89,"Ejecutivo","Baja California","Secretaría de Hacienda",0.397844789,0.075,0.720689577,0.15,0.6,0,0,0,0,0,0,0,0,0,0.563547958,0.719246597,0.666666667,0.833333333,0.657739791,0.33,1,0.5,0.5,0,0,0,0.877831197,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0.994301994,0.997150997,0.997150997,0.988603989
90,"Ejecutivo","Baja California","Secretaría de Salud",0.423922201,0.1,0.747844402,0.2,0.8,0,0,0,0,0,0,0,0,0,0.646258065,0.770430108,0.833333333,0.916666667,0.561290323,0.46,1,0,0.25,1,0,0.5,0.84943074,0,0,0,0,0,0,0,0,0,0,0,0,0.852941176,0.989247312,1,1,0.967741935
91,"Ejecutivo","Baja California","Secretaría de la Honestidad y la Función Pública",0.622301471,0.5,0.744602941,1,1,1,1,1,0,0,0,0,0,0,0.627833333,0.826388889,1,0.916666667,0.5625,0.33,1,0,0,1,0,0,0.861372549,0,0,0,0,0,0,0,0,0,0,0,0,0.882352941,0.994444444,1,1,0.983333333
92,"Judicial","Baja California","Poder Judicial de Baja California",0.628089286,0.475,0.781178571,0.95,0.8,1,1,1,0,0,0,0,0,0,0.739773109,0.846288515,1,1,0.538865546,0.58,1,0.5,0,1,1,0,0.822584034,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.933473389,0.99789916,0.960084034,0.842436975
93,"Legislativo","Baja California","Auditoría Superior",0.441774306,0.1,0.783548611,0.2,0.8,0,0,0,0,0,0,0,0,0,0.732722222,0.941203704,1,1,0.823611111,0.42,1,0,0.5,1,0,0,0.834375,0,0,0,0,0,0,0,0,0,0,0,0,0.78125,1,1,1,1
94,"Legislativo","Baja California","Congreso Estatal",0.446331984,0.29,0.602663969,0.58,1,1,0,0.333333333,0,0,0,0,0,0,0.533978564,0.583297606,0.666666667,0.583333333,0.499892819,0.46,1,0.5,0.25,0,0,1,0.671349374,0,0,0,0,0,0,0,0,0,0,0,0,0.379310345,0.92926045,1,0.993569132,0.794212219
95,"Municipio","Baja California","Ensenada",0.760057485,0.725,0.795114969,0.75,1,1,0,1,0.7,1,1,1,1,0,0.708987654,0.821646091,1,0.833333333,0.631604938,0.54,1,1,0.25,1,0,0,0.881242284,0,0,0,0,0,0,0,0,0,0,0,0,0.96875,0.98436214,1,0.95308642,1
96,"Municipio","Baja California","Mexicali",0.637091674,0.44,0.834183347,0.25,1,0,0,0,0.63,1,0.33,1,1,0,0.802028793,0.863381322,1,1,0.590143965,0.71,1,1,0.25,1,0,1,0.866337901,0,0,0,0,0,0,0,0,0,0,0,0,0.90625,0.990771502,1,0.99889258,0.973421927
97,"Municipio","Baja California","Playas de Rosarito",0.689979364,0.645,0.734958729,0.72,0.4,1,1,0.5,0.57,1,0.66,0,1,0,0.59966129,0.779435484,1,0.75,0.588306452,0.33,1,0,0,1,0,0,0.870256167,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.97983871,0.97983871,0.97983871,0.97983871
98,"Municipio","Baja California","San Quintín",0.446441596,0.215,0.677883193,0.2,0.8,0,0,0,0.23,1,0.33,0,0,0,0.606082397,0.790137328,1,0.833333333,0.537078652,0.33,1,0,0,1,0,0,0.749683989,0,0,0,0,0,0,0,0,0,0,0,0,0.65625,0.921348315,0.921348315,0.921348315,0.921348315
99,"Municipio","Baja California","Tecate",0.435172176,0.125,0.745344353,0.25,1,0,0,0,0,0,0,0,0,0,0.592341598,0.82056933,0.833333333,0.916666667,0.711707989,0.25,1,0,0.5,0,0,0,0.898347107,0,0,0,0,0,0,0,0,0,0,0,0,1,0.997245179,1,0.997933884,0.993801653
100,"Municipio","Baja California","Tijuana",0.629110788,0.46,0.798221576,0.25,1,0,0,0,0.67,1,0.66,1,1,0,0.736365633,0.813942722,0.833333333,1,0.608494832,0.62,1,1,0.25,1,0,0.5,0.860077519,0,0,0,0,0,0,0,0,0,0,0,0,1,0.933462532,1,0.999031008,0.801356589
101,"Partido","Baja California","Movimiento Regeneración Nacional",0.29175813,0,0.58351626,0,0,0,0,0,0,0,0,0,0,0,0.536666667,0.894444444,1,0.916666667,0.766666667,0,0,0,0,0,0,0,0.630365854,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.975609756,0.975609756,0.975609756,0.975609756
102,"Partido","Baja California","Partido Acción Nacional",0.32576403,0.075,0.576528059,0.15,0.6,0,0,0,0,0,0,0,0,0,0.513908046,0.85651341,1,0.916666667,0.652873563,0,0,0,0,0,0,0,0.639148073,0,0,0,0,0,0,0,0,0,0,0,0,0.176470588,0.977011494,1,0.931034483,1
103,"Partido","Baja California","Partido Revolucionario Institucional",0.264892157,0.075,0.454784314,0.15,0.6,0,0,0,0,0,0,0,0,0,0.480156863,0.686928105,0.833333333,0.833333333,0.394117647,0.17,0,0.5,0.5,0,0,0,0.429411765,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.68627451,0.705882353,0.705882353,0.647058824
104,"Descentralizado","Baja California Sur","Instituto Sudcaliforniano de la Juventud",0.464640152,0.31,0.619280303,0.62,1,1,0,0.5,0,0,0,0,0,0,0.412424242,0.687373737,0.833333333,0.75,0.478787879,0,0,0,0,0,0,0,0.826136364,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.939393939,1,0.818181818,1
105,"Descentralizado","Baja California Sur","Secretaría Ejecutiva del Sistema Estatal Anticorrupción del Estado de Baja California Sur",0.437398693,0.265,0.609797386,0.53,0.8,1,0,0.333333333,0,0,0,0,0,0,0.358222222,0.597037037,0.833333333,0.583333333,0.374444444,0,0,0,0,0,0,0,0.861372549,0,0,0,0,0,0,0,0,0,0,0,0,0.882352941,0.994444444,1,0.983333333,1
106,"Descentralizado","Baja California Sur","Instituto Sudcaliforniano del Deporte",0.332067568,0.1,0.564135135,0.2,0.8,0,0,0,0,0,0,0,0,0,0.574486486,0.677477477,0.833333333,0.916666667,0.282432432,0.42,1,0.5,0,1,0,0,0.553783784,0,0,0,0,0,0,0,0,0,0,0,0,0.233333333,0.806306306,0.972972973,0.689189189,0.756756757
107,"Descentralizado","Baja California Sur","Comisión Estatal del Agua",0.510871212,0.375,0.646742424,0.75,1,1,0,1,0,0,0,0,0,0,0.420757576,0.701262626,0.666666667,0.916666667,0.520454545,0,0,0,0,0,0,0,0.872727273,0,0,0,0,0,0,0,0,0,0,0,0,1,0.954545455,1,0.863636364,1
108,"Descentralizado","Baja California Sur","Centro de Conciliación Laboral del Estado de Baja California Sur",0.437088235,0.075,0.799176471,0.15,0.6,0,0,0,0,0,0,0,0,0,0.716,0.833333333,1,0.916666667,0.583333333,0.54,1,0,0.25,1,1,0,0.882352941,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,1,1,1,1
109,"Descentralizado","Baja California Sur","Instituto Sudcaliforniano de las Mujeres",0.78555291,0.84,0.73110582,0.88,1,1,1,0.5,0.8,1,0,0,1,1,0.496084656,0.82680776,1,1,0.48042328,0,0,0,0,0,0,0,0.966126984,0.82,1,1,1,1,1,1,0,1,0,1,1,1,0.973544974,1,0.920634921,1
110,"Judicial","Baja California Sur","Tribunal Estatal Electoral del Estado de Baja California Sur",0.545153257,0.53,0.560306513,0.53,0.8,1,0,0.333333333,NA,NA,NA,NA,NA,NA,0.493888889,0.823148148,1,1,0.469444444,0,0,0,0,0,0,0,0.626724138,0,0,0,0,0,0,0,0,0,0,0,0,0.172413793,0.958333333,1,0.875,1
111,"Partido","Baja California Sur","Movimiento Ciudadano",0.450490196,0.475,0.425980392,0.95,0.8,1,1,1,0,0,0,0,0,0,0.4,0.666666667,1,1,0,0,0,0,0,0,0,0,0.451960784,0,0,0,0,0,0,0,0,0,0,0,0,0.617647059,0.444444444,0.666666667,0,0.666666667
112,"IES","Baja California Sur","Universidad Tecnológica de La Paz",0.416832288,0.125,0.708664577,0.25,1,0,0,0,0,0,0,0,0,0,0.575636364,0.706060606,0.75,1,0.368181818,0.38,1,0,0.25,1,0,0,0.84169279,0,0,0,0,0,0,0,0,0,0,0,0,0.896551724,0.954545455,1,0.863636364,1
114,"Sindicato","Baja California Sur","Sindicato del Personal Académico de la Universidad Autónoma de Baja California Sur",0.0375,0.075,0,0.15,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"Sindicato","Baja California Sur","Sindicato Único de Personal Docente y Administrativo del Instituto Tecnológico de Estudios Superiores de Los Cabos",0.645,0.78,0.51,0.78,0.6,1,1,0.5,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,0.42,0,0.5,0,1,1,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1
116,"IES","Baja California Sur","Instituto Tecnológico Superior de Ciudad Constitución",0.315595238,0.29,0.341190476,0.58,0.8,1,0,0.5,0,0,0,0,0,0,0.366666667,0.611111111,0.833333333,1,0,0,0,0,0,0,0,0,0.315714286,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.476190476,0.714285714,0,0.714285714
117,"IES","Baja California Sur","Instituto Tecnológico de la Paz",0.554333333,0.475,0.633666667,0.95,0.8,1,1,1,0,0,0,0,0,0,0.667333333,0.805555556,0.833333333,1,0.583333333,0.46,1,0.5,0.25,1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
118,"Fideicomiso","Baja California Sur","Fideicomiso de Administración, Inversión y Fuente de Pago para Obras de Infraestructura Social del Municipio de Comondú",0.361441176,0,0.722882353,0,0,0,0,0,0,0,0,0,0,0,0.634,0.916666667,1,1,0.75,0.21,1,0,0.25,0,0,0,0.811764706,0,0,0,0,0,0,0,0,0,0,0,0,0.705882353,1,1,1,1
119,"Fideicomiso","Baja California Sur","Fideicomiso de Turismo Estatal",0.443402937,0.2,0.686805875,0.2,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.55637037,0.733950617,0.666666667,0.916666667,0.618518519,0.29,1,0,0.25,0,0,0.5,0.817241379,0,0,0,0,0,0,0,0,0,0,0,0,0.724137931,1,1,1,1
120,"Sindicato","Baja California Sur","Sindicato Nacional de Trabajadores de la Educación Sección 3ra",0.1,0.2,0,0.2,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
121,"Sindicato","Baja California Sur","Sindicato Único de Trabajadores al Servicio de los Poderes del Estado, Municipios e Instituciones Descentralizadas de Baja California Sur",0.1375,0.125,0.15,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122,"IES","Baja California Sur","Universidad Autónoma de Baja California Sur",0.509973458,0.405,0.614946915,0.58,1,1,0,0.333333333,0.23,1,0.33,0,0,0,0.614829268,0.744715447,1,0.916666667,0.317479675,0.42,1,0.5,0,1,0,0,0.615064562,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647,0.87804878,0.987804878,0.87804878,0.768292683
123,"Fideicomiso","Baja California Sur","Fideicomiso de Fomento Agropecuario",0.291666667,0,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0.566666667,0.944444444,1,1,0.833333333,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
124,"Autónomo","Baja California Sur","Comisión Estatal de Derechos Humanos de Baja California Sur",0.395664407,0.235,0.556328815,0.2,0.8,0,0,0,0.27,1,0.66,0,0,0,0.512136253,0.573560422,0.5,0.833333333,0.387347932,0.42,1,0.5,0,1,0,0,0.600521376,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.929440389,0.97080292,0.846715328,0.97080292
125,"Autónomo","Baja California Sur","Instituto Estatal Electoral",0.695289855,0.625,0.76557971,0.62,1,1,0,0.5,0.63,1,0.33,1,1,0,0.659855072,0.846425121,1,0.916666667,0.622608696,0.38,1,1,0.25,0,0,0,0.871304348,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.985507246,1,0.965217391,0.991304348
126,"Autónomo","Baja California Sur","Procuraduría General de Justicia",0.665363334,0.635,0.695726668,0.7,0.8,1,0,1,0.57,1,0.66,0,1,0,0.648398453,0.720664088,1,0.916666667,0.245325596,0.54,1,0,0.25,1,1,0,0.743054884,0,0,0,0,0,0,0,0,0,0,0,0,0.90625,0.785299807,0.866537718,0.667311412,0.82205029
127,"Descentralizado","Baja California Sur","DIF",0.45971875,0.235,0.6844375,0.2,0.8,0,0,0,0.27,1,0.66,0,0,0,0.461875,0.769791667,0.833333333,0.916666667,0.559375,0,0,0,0,0,0,0,0.907,0.82,1,1,1,1,1,1,0,0,1,1,1,0.78125,0.984375,1,0.953125,1
128,"Descentralizado","Baja California Sur","Instituto Sudcaliforniano de Infraestructura Física Educativa",0.440012315,0.26,0.620024631,0.52,0.6,1,0,0.5,0,0,0,0,0,0,0.41,0.683333333,0.5,1,0.55,0,0,0,0,0,0,0,0.830049261,0,0,0,0,0,0,0,0,0,0,0,0,0.862068966,0.952380952,1,0.857142857,1
129,"Ejecutivo","Baja California Sur","Contraloría General",0.695162549,0.69,0.700325099,0.75,1,1,0,1,0.63,1,0.33,1,1,0,0.510995025,0.851658375,1,0.916666667,0.638308458,0,0,0,0,0,0,0,0.889655172,0,0,0,0,0,0,0,0,0,0,0,0,0.965517241,1,1,1,1
130,"Ejecutivo","Baja California Sur","Secretaría General de Gobierno",0.577439516,0.475,0.679879032,0.95,0.8,1,1,1,0,0,0,0,0,0,0.515241935,0.858736559,1,1,0.576209677,0,0,0,0,0,0,0,0.844516129,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.940860215,1,0.955645161,0.866935484
131,"Ejecutivo","Baja California Sur","Secretaría de Educación Pública",0.560792221,0.385,0.736584443,0.2,0.8,0,0,0,0.57,1,0.66,0,1,0,0.581566075,0.715943458,1,0.75,0.397830375,0.38,1,0,0.25,1,0,0,0.891602811,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.90625,0.889546351,1,0.875739645,0.792899408
132,"Ejecutivo","Baja California Sur","Secretaría de Finanzas y Administración",0.493285027,0.255,0.731570055,0.51,0.8,1,0,0.25,0,0,0,0,0,0,0.540020434,0.646700724,0.833333333,0.666666667,0.440102171,0.38,1,1,0.25,0,0,0,0.923119675,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.882352941,0.954022989,0.996168582,0.91954023,0.946360153
133,"Ejecutivo","Baja California Sur","Secretaría de Pesca, Acuacultura y Desarrollo Agropecuario",0.619855193,0.425,0.814710387,0.62,1,1,0,0.5,0.23,1,0.33,0,0,0,0.710414414,0.824024024,1,0.833333333,0.638738739,0.54,1,1,0.25,1,0,0,0.919006359,0.95,0.5,1,1,1,1,1,1,1,1,1,1,0.764705882,0.990990991,1,0.972972973,1
134,"Ejecutivo","Baja California Sur","Secretaría de Planeación Urbana, Infraestructura y Movilidad, Medio Ambiente y Recursos Naturales",0.366411281,0.05,0.682822561,0.1,0.4,0,0,0,0,0,0,0,0,0,0.493168724,0.821947874,1,0.916666667,0.549176955,0,0,0,0,0,0,0,0.872476398,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.983539095,1,0.981481481,0.969135802
135,"Ejecutivo","Baja California Sur","Secretaría de Salud",0.435329132,0.125,0.745658263,0.25,1,0,0,0,0,0,0,0,0,0,0.597333333,0.828888889,1,1,0.486666667,0.25,0,0.5,0,1,0,0,0.893983193,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.764705882,0.964285714,1,0.982142857,0.910714286
136,"Ejecutivo","Baja California Sur","Secretaría de Seguridad Pública",0.441887677,0.215,0.668775355,0.2,0.8,0,0,0,0.23,1,0.33,0,0,0,0.509913793,0.683189655,0.833333333,0.916666667,0.299568966,0.25,0,0.5,0,1,0,0,0.827636917,0,0,0,0,0,0,0,0,0,0,0,0,0.882352941,0.938218391,1,0.814655172,1
137,"Ejecutivo","Baja California Sur","Secretaría de Turismo y Economía",0.570776442,0.35,0.791552885,0.7,0.8,1,0,1,0,0,0,0,0,0,0.636769231,0.701282051,0.666666667,0.916666667,0.520512821,0.54,1,1,0.25,1,0,0,0.946336538,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.90625,0.980769231,1,0.942307692,1
138,"Ejecutivo","Baja California Sur","Secretaría del Trabajo, Bienestar y Desarrollo Social",0.403097267,0.125,0.681194535,0.25,1,0,0,0,0,0,0,0,0,0,0.527445887,0.879076479,1,1,0.637229437,0,0,0,0,0,0,0,0.834943182,0,0,0,0,0,0,0,0,0,0,0,0,0.84375,0.96969697,1,0.909090909,1
139,"Judicial","Baja California Sur","H. Tribunal Superior de Justicia",0.489632399,0.2,0.779264798,0.2,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.704137072,0.893561786,1,1,0.680685358,0.42,1,0.5,0,1,0,0,0.854392523,0,0,0,0,0,0,0,0,0,0,0,0,0.866666667,0.990654206,1,0.981308411,0.990654206
140,"Legislativo","Baja California Sur","Auditoría Superior",0.566592593,0.475,0.658185185,0.95,0.8,1,1,1,0,0,0,0,0,0,0.510814815,0.738024691,0.666666667,1,0.547407407,0.17,0,0.5,0.5,0,0,0,0.805555556,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0.925925926,1,0.777777778,1
141,"Legislativo","Baja California Sur","Congreso Estatal",0.387757275,0.21,0.565514551,0.15,0.6,0,0,0,0.27,1,0.66,0,0,0,0.554379205,0.563965341,0.666666667,0.666666667,0.358562691,0.54,1,1,0.25,1,0,0,0.576649896,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0.944954128,1,0.880733945,0.95412844
142,"Municipio","Baja California Sur","Comondú",0.377288174,0.1,0.654576347,0.2,0.8,0,0,0,0,0,0,0,0,0,0.438136483,0.730227472,1,0.75,0.440682415,0,0,0,0,0,0,0,0.871016211,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.852941176,0.881889764,0.94488189,0.811023622,0.88976378
143,"Municipio","Baja California Sur","La Paz",0.553911096,0.39,0.717822193,0.78,0.6,1,1,0.5,0,0,0,0,0,0,0.628902597,0.741504329,0.833333333,0.916666667,0.474512987,0.46,1,0.5,0.25,1,0,0,0.806741788,0,0,0,0,0,0,0,0,0,0,0,0,0.794117647,0.947510823,0.998376623,0.897727273,0.946428571
144,"Municipio","Baja California Sur","Loreto",0.414010036,0.31,0.518020071,0.62,1,1,0,0.5,0,0,0,0,0,0,0.430656168,0.71776028,1,1,0.15328084,0,0,0,0,0,0,0,0.605383974,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.088235294,0.82152231,0.921259843,0.62992126,0.913385827
145,"Municipio","Baja California Sur","Los Cabos",0.37914886800000003,0.125,0.633297735,0.25,1,0,0,0,0,0,0,0,0,0,0.455448954,0.75908159099999994,1,0.916666667,0.360578106,0,0,0,0,0,0,0,0.811146516,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.617647059,0.899753998,1,0.880073801,0.819188192
146,"Municipio","Baja California Sur","Mulegé",0.343045455,0.1,0.586090909,0.2,0.8,0,0,0,0,0,0,0,0,0,0.348,0.58,0.5,0.916666667,0.323333333,0,0,0,0,0,0,0,0.824181818,0.86,0.5,1,1,1,1,1,0,1,1,1,1,0.909090909,0.775757576,0.836363636,0.690909091,0.8
147,"Partido","Baja California Sur","Movimiento Regeneración Nacional",0.38736217,0.475,0.29972434,0.95,0.8,1,1,1,0,0,0,0,0,0,0.332,0.5,0.666666667,0.833333333,0,0.08,0,0.5,0,0,0,0,0.26744868,0,0,0,0,0,0,0,0,0,0,0,0,0.709677419,0.090909091,0.136363636,0,0.136363636
148,"Partido","Baja California Sur","Partido Acción Nacional",0.2895,0.1,0.479,0.2,0.8,0,0,0,0,0,0,0,0,0,0.378,0.63,0.666666667,0.833333333,0.39,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966666667,1,1,0.9
149,"Partido","Baja California Sur","Partido Revolucionario Institucional",0.212416667,0.075,0.349833333,0.15,0.6,0,0,0,0,0,0,0,0,0,0.399666667,0.552777778,1,0.375,0.283333333,0.17,0,0.5,0.5,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5
150,"Descentralizado","Campeche","Instituto de la Juventud del Estado de Campeche",0.414700264,0.265,0.564400527,0.53,0.8,1,0,0.333333333,0,0,0,0,0,0,0.397971014,0.496618357,0.5,0.666666667,0.323188406,0.25,1,0,0.5,0,0,0,0.73083004,0,0,0,0,0,0,0,0,0,0,0,0,0.696969697,0.869565217,1,0.652173913,0.956521739
151,"Descentralizado","Campeche","Secretaría Ejecutiva del Sistema Estatal Anticorrupción del Estado de Campeche",0.55004636,0.49,0.61009272,0.78,0.6,1,1,0.5,0.2,1,0,0,0,0,0.375714286,0.626190476,0.833333333,0.75,0.295238095,0,0,0,0,0,0,0,0.844471154,0,0,0,0,0,0,0,0,0,0,0,0,0.96875,0.923076923,1,0.769230769,1
152,"Descentralizado","Campeche","Instituto del Deporte del Estado de Campeche",0.323363171,0.1,0.546726343,0.2,0.8,0,0,0,0,0,0,0,0,0,0.466086957,0.776811594,1,1,0.330434783,0,0,0,0,0,0,0,0.627365729,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647,0.898550725,1,0.695652174,1
153,"Descentralizado","Campeche","Comisión de Agua Potable y Alcantarillado del Estado de Campeche",0.462435897,0.25,0.674871795,0.25,1,0,0,0,NA,NA,NA,NA,NA,NA,0.472820513,0.788034188,1,0.833333333,0.530769231,0,0,0,0,0,0,0,0.876923077,0,0,0,0,0,0,0,0,0,0,0,0,1,0.961538462,1,0.884615385,1
154,"Descentralizado","Campeche","Centro de Conciliación Laboral del Estado de Campeche",0.752685185,0.83,0.67537037,0.83,1,1,1,0.333333333,NA,NA,NA,NA,NA,NA,0.478518519,0.797530864,1,0.916666667,0.475925926,0,0,0,0,0,0,0,0.872222222,0,0,0,0,0,0,0,0,0,0,0,0,1,0.953703704,1,0.861111111,1
155,"Descentralizado","Campeche","Instituto de la Mujer del Estado de Campeche",0.737264957,0.75,0.724529915,0.75,1,1,0,1,NA,NA,NA,NA,NA,NA,0.575555556,0.792592593,1,0.833333333,0.544444444,0.25,0,0.5,0,1,0,0,0.873504274,0,0,0,0,0,0,0,0,0,0,0,0,0.962962963,0.974358974,1,0.923076923,1
156,"Ejecutivo","Campeche","Secretaría de Turismo",0.390650407,0.1,0.681300813,0.2,0.8,0,0,0,0,0,0,0,0,0,0.467479675,0.779132791,0.833333333,0.833333333,0.670731707,0,0,0,0,0,0,0,0.895121951,0,0,0,0,0,0,0,0,0,0,0,0,1,0.991869919,1,0.975609756,1
157,"Ejecutivo","Campeche","Secretaría de Medio Ambiente, Biodiversidad, Cambio Climático y Energía",0.631253237,0.5,0.762506474,1,1,1,1,1,0,0,0,0,0,0,0.671572327,0.785953878,1,0.833333333,0.524528302,0.5,1,1,0,1,0,0,0.853440622,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.937106918,1,0.830188679,0.981132075
158,"Judicial","Campeche","Tribunal Electoral del Estado de Campeche",0.425350877,0.265,0.585701754,0.53,0.8,1,0,0.333333333,0,0,0,0,0,0,0.322982456,0.538304094,0.833333333,0.416666667,0.364912281,0,0,0,0,0,0,0,0.848421053,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.947368421,1,0.842105263,1
159,"Partido","Campeche","Movimiento Ciudadano",0.495833333,0.35,0.641666667,0.7,0.8,1,0,1,0,0,0,0,0,0,0.403333333,0.672222222,0.666666667,0.666666667,0.683333333,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,1,0.966666667,1,0.9,1
160,"IES","Campeche","Universidad Autónoma de Campeche",0.392865686,0.2,0.585731373,0.2,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.597933333,0.609888889,1,0.583333333,0.246333333,0.58,1,0,0.5,1,1,0,0.573529412,0,0,0,0,0,0,0,0,0,0,0,0,0.411764706,0.75,0.9,0.46,0.89
